"Recid","Comname","Comlocation","Recdate","Comsize","Advertising","Visit","Meeting","Tecconsult","Tecresearch","Costoffice","Costtravel","Costentertain","Costbonus","Sales"
"9733","xxx","tianjin","2011","small","21.9","0","60.3","0","17.8","2541","461","269","954","204930"
"9734","xxx","tianjin","2017","middle","0","100","0","0","0","3240","933","690","583","435230"
"9735","xxx","shanghai","2012","small","0","0","67.1","0","32.9","1905","455","265","298","213307"
"9736","xxx","beijing","2021","middle","22.2","0","0","0","77.8","4102","876","629","938","290878"
"9737","xxx","beijing","2020","middle","0","10.4","0","89.6","0","3270","744","895","822","206302"
"9738","xxx","hebei","2012","small","0","0","0","0","100","3036","393","151","348","135595"
"9739","xxx","tianjin","2012","middle","33.6","0","0","66.4","0","4902","720","950","646","343228"
"9740","xxx","tianjin","2010","small","0","43.2","0","0","56.8","3401","469","256","780","213118"
"9741","xxx","beijing","2013","small","0","0","6.2","93.8","0","1585","249","255","619","293431"
"9742","xxx","shandong","2019","small","0","100","0","0","0","2897","176","294","509","270657"
"9743","xxx","hebei","2020","middle","49.4","2.1","48.6","0","0","5184","847","904","1059","567551"
"9744","xxx","shandong","2020","small","14.1","76","1.6","0","8.3","3684","233","217","939","64054"
"9745","xxx","beijing","2016","small","0","17.9","26","0","56.1","1427","192","247","539","165868"
"9746","xxx","hebei","2010","small","0","0","0","100","0","1195","242","161","681","251979"
"9747","xxx","shanghai","2020","small","52.8","0","0","47.1","0.1","611","271","248","665","162565"
"9748","xxx","beijing","2018","small","100","0","0","0","0","2297","250","235","589","260917"
"9749","xxx","beijing","2010","small","14.5","0","0","48.6","36.8","1434","123","118","599","211089"
"9750","xxx","tianjin","2011","small","90","0","0","10","0","1082","375","284","557","105347"
"9751","xxx","shanghai","2018","middle","0","92.3","7.7","0","0","3124","798","744","1112","274810"
"9752","xxx","shandong","2015","middle","40.7","13.7","0","45","0.6","3083","864","993","1456","593541"
"9753","xxx","beijing","2018","middle","37.3","23.8","2.9","0","36","4511","876","698","1177","235295"
"9754","xxx","shanghai","2015","small","0","0","48.4","0","51.6","2760","319","127","916","158534"
"9755","xxx","hebei","2013","small","0","79","0","0","21","2135","466","295","914","251367"
"9756","xxx","tianjin","2013","middle","0","0","59.3","16.2","24.5","4774","867","899","808","552893"
"9757","xxx","shanghai","2017","middle","34.2","4","31.3","0","30.4","4254","960","774","834","597300"
"9758","xxx","shandong","2017","middle","0","0","0","0","0","4614","732","633","939","531804"
"9759","xxx","shanghai","2014","middle","22.2","31.9","26.9","19","0","3262","869","647","981","502145"
"9760","xxx","beijing","2015","middle","1.2","0","0","57.7","41.1","4232","721","859","893","257438"
"9761","xxx","beijing","2021","middle","41.9","7.6","50.5","0","0","3939","936","645","760","428492"
"9762","xxx","hebei","2015","middle","36","0","0","46.7","17.3","3952","856","927","966","319528"
"9763","xxx","tianjin","2015","small","0","0","0","0","100","1862","222","173","957","202434"
"9764","xxx","hebei","2013","small","0","27.6","1.7","0","70.7","3374","434","164","854","248556"
"9765","xxx","hebei","2019","small","0","0","93.5","6.3","0.2","693","195","250","339","141792"
"9766","xxx","tianjin","2013","middle","0","100","0","0","0","4225","878","808","982","304650"
"9767","xxx","hebei","2017","small","67.1","0","0","13.4","19.5","2262","209","192","274","87263"
"9768","xxx","shanghai","2015","middle","0","67.2","8.9","22.2","1.8","4057","717","792","657","290063"
"9769","xxx","tianjin","2015","middle","29.9","29.5","0","40.5","0","4879","860","852","1044","489530"
"9770","xxx","hebei","2017","middle","0","0","100","0","0","3229","857","711","1052","389790"
"9771","xxx","shanghai","2018","small","0","0","100","0","0","1097","156","139","638","272599"
"9772","xxx","tianjin","2019","middle","0","0","0","14.8","85.2","5134","776","746","1193","540803"
"9773","xxx","beijing","2019","small","40.9","37","22.1","0","0","3480","195","140","624","252172"
"9774","xxx","beijing","2014","small","11.1","1.8","17.5","0","69.6","1804","436","192","404","127712"
"9775","xxx","tianjin","2014","small","43.2","37","19.7","0","0","1233","162","227","596","225802"
"9776","xxx","beijing","2012","small","0","0","0","100","0","1656","138","213","279","157214"
"9777","xxx","tianjin","2010","small","66.7","25.1","8.2","0","0","1161","232","259","908","202141"
"9778","xxx","beijing","2011","middle","100","0","0","0","0","4833","857","749","1172","588155"
"9779","xxx","shandong","2012","middle","0","97","0","3","0","5731","785","952","1106","209295"
"9780","xxx","beijing","2012","small","0","100","0","0","0","3019","481","233","627","235078"
"9781","xxx","beijing","2018","small","12.3","64.5","23.1","0","0","2337","437","228","809","261384"
"9782","xxx","shandong","2011","middle","46.4","24.1","0.2","5.8","23.5","4989","943","687","1359","399418"
"9783","xxx","shandong","2012","small","33.3","2","24.2","40.5","0","2142","391","167","672","76300"
"9784","xxx","shandong","2019","small","0","19.3","24.5","0","56.1","3603","403","154","907","163417"
"9785","xxx","beijing","2020","middle","64.4","35.6","0","0","0","5606","968","669","610","250658"
"9786","xxx","hebei","2018","middle","12.8","0","64.4","0","22.9","5737","976","702","560","429550"
"9787","xxx","beijing","2013","small","64.5","35.5","0","0","0","1322","170","162","218","58045"
"9788","xxx","beijing","2014","small","0","0","0","100","0","3831","112","112","356","242041"
"9789","xxx","beijing","2019","middle","0","30.7","27.5","0","41.7","3312","798","662","935","403952"
"9790","xxx","tianjin","2020","middle","0","6.4","45.2","48.4","0","4002","913","952","1170","444677"
"9791","xxx","tianjin","2016","middle","26.3","18.7","0","31.8","23.2","3361","945","878","1250","246646"
"9792","xxx","hebei","2019","small","47.5","51.7","0","0","0.7","3961","427","250","797","74093"
"9793","xxx","hebei","2016","small","11.6","0","0","0","88.4","2283","181","232","348","156277"
"9794","xxx","hebei","2017","middle","0","0","0","3.1","96.9","4065","952","871","1115","364326"
"9795","xxx","tianjin","2018","middle","13.7","54.9","0","0","31.4","5905","808","665","715","470905"
"9796","xxx","beijing","2014","small","0","30.4","56.1","13.2","0.2","2019","235","106","737","71404"
"9797","xxx","tianjin","2010","small","0","0","0","100","0","2431","124","182","812","64011"
"9798","xxx","shandong","2014","small","0","0","29","71","0","3392","159","253","660","224481"
"9799","xxx","shandong","2019","middle","100","0","0","0","0","4111","802","886","871","254689"
"9800","xxx","tianjin","2012","middle","0.4","99.6","0","0","0","3227","712","629","621","577099"
"9801","xxx","beijing","2016","middle","26.5","12.9","0","60.6","0","4259","923","741","1478","581979"
"9802","xxx","beijing","2019","small","32.6","3.6","15.9","35","12.9","2486","168","215","254","83055"
"9803","xxx","shanghai","2017","small","55.8","27","0","17.2","0","1737","350","190","975","262070"
"9804","xxx","shandong","2016","small","26","0","0","20","54","773","394","124","443","241860"
"9805","xxx","hebei","2010","middle","40.3","0","0","0","59.7","4870","942","709","1449","345746"
"9806","xxx","shanghai","2021","small","48.8","18.2","6.5","26.5","0","2157","232","148","596","69121"
"9807","xxx","shanghai","2016","middle","100","0","0","0","0","3685","859","918","1310","594115"
"9808","xxx","tianjin","2019","middle","86.8","13.2","0","0","0","4690","919","905","1469","595743"
"9809","xxx","shanghai","2019","small","0","12","39.3","40.3","8.4","1962","270","109","915","62426"
"9810","xxx","shandong","2018","small","0","12.9","20.4","33.3","33.3","2853","105","195","675","162266"
"9811","xxx","shandong","2021","small","4.2","28.7","19.1","19.4","28.7","3973","162","131","876","299632"
"9812","xxx","shandong","2012","middle","39.3","19.8","0","0","40.8","3359","784","623","708","237070"
"9813","xxx","shanghai","2019","middle","20.2","0","19.3","6.3","54.3","4773","852","809","673","317348"
"9814","xxx","shandong","2015","middle","16.8","0","35.6","0","47.6","4441","769","968","1350","422098"
"9815","xxx","shandong","2015","middle","0","0","100","0","0","3777","842","766","980","223072"
"9816","xxx","beijing","2013","middle","0","15","0","85","0","3160","953","835","863","584982"
"9817","xxx","beijing","2012","small","13.9","53.4","0","0","32.7","2247","384","211","266","102821"
"9818","xxx","beijing","2017","middle","0","6.4","0","93.6","0","4927","888","992","548","502490"
"9819","xxx","shanghai","2018","small","0","0","0","0","100","501","444","109","234","198524"
"9820","xxx","hebei","2010","middle","10.7","34.2","31.6","3","20.4","3607","974","683","1042","292002"
"9821","xxx","shandong","2021","middle","68.7","20.2","0","0","11.1","3400","878","803","652","283188"
"9822","xxx","beijing","2017","small","12.3","82.5","5.2","0","0","1065","357","275","715","117651"
"9823","xxx","beijing","2020","middle","0","0","0","0","0","3792","847","751","913","278895"
"9824","xxx","tianjin","2020","small","100","0","0","0","0","2292","191","200","718","168890"
"9825","xxx","shanghai","2021","middle","29","23.1","21","0","26.9","5656","944","850","523","335664"
"9826","xxx","shandong","2017","small","63.5","0","0","0","36.5","3561","319","213","393","228769"
"9827","xxx","tianjin","2018","middle","0","0","0","100","0","4100","779","629","1433","253175"
"9828","xxx","shanghai","2020","small","1.3","1.4","65.1","32.2","0","3992","360","197","752","183608"
"9829","xxx","hebei","2019","middle","0","100","0","0","0","4654","713","873","987","374467"
"9830","xxx","beijing","2021","small","0","32.7","0","0","67.3","1165","489","166","293","157789"
"9831","xxx","shandong","2019","middle","16.6","5.9","28","0.3","49.3","3148","962","766","1343","572093"
"9832","xxx","shandong","2021","small","34","0","53.5","0","12.5","3899","379","181","658","128270"
"9833","xxx","shanghai","2011","small","0","0","100","0","0","3818","251","147","534","66190"
"9834","xxx","shandong","2020","middle","98.3","0","0","1.7","0","4532","860","962","775","546871"
"9835","xxx","beijing","2010","middle","0","0","31.6","0","68.4","4648","845","789","590","228298"
"9836","xxx","hebei","2016","small","0","75","0","12.7","12.3","3488","188","196","707","230908"
"9837","xxx","shandong","2012","small","25.4","12.4","46.2","4","12","1176","233","276","873","112624"
"9838","xxx","tianjin","2020","small","45.2","0","12.3","0","42.5","2547","373","200","799","221628"
"9839","xxx","beijing","2017","small","0","56.3","0","0","43.7","2037","452","138","640","275015"
"9840","xxx","shanghai","2014","small","0","23.6","0","0","76.4","2044","490","276","247","158211"
"9841","xxx","beijing","2014","small","0","0","0","77.5","22.5","3996","353","182","679","125130"
"9842","xxx","tianjin","2011","small","0","0","74.1","25.9","0","1464","185","146","297","68179"
"9843","xxx","tianjin","2012","small","41.6","15","13.4","30.1","0","1673","192","182","880","297797"
"9844","xxx","beijing","2020","middle","0","100","0","0","0","5205","976","650","1441","415652"
"9845","xxx","tianjin","2016","middle","35.4","13.2","0","43","8.5","5145","923","828","1206","392938"
"9846","xxx","shanghai","2017","small","49","0","0","15.3","35.7","3302","418","265","607","202381"
"9847","xxx","tianjin","2010","middle","52.5","16.8","0","0","30.6","3266","834","784","940","597571"
"9848","xxx","shandong","2013","middle","0","0","2.2","97.8","0","5332","709","707","1149","390944"
"9849","xxx","shandong","2020","small","4.4","0","0","20.3","75.2","578","373","176","894","122426"
"9850","xxx","beijing","2012","middle","19.1","4.5","7.4","0","69.1","5605","865","603","848","395310"
"9851","xxx","beijing","2012","small","9.7","37.8","0","52.5","0","1729","454","155","968","252897"
"9852","xxx","beijing","2018","small","0","0","34","66","0","2035","157","203","678","236727"
"9853","xxx","shanghai","2010","middle","26.9","27.3","0","25.6","20.2","3802","830","808","1050","485538"
"9854","xxx","shandong","2019","middle","0","100","0","0","0","3960","715","857","1275","535608"
"9855","xxx","tianjin","2010","middle","28.4","5.7","2.6","9.2","54.2","4466","904","973","957","501951"
"9856","xxx","beijing","2016","middle","4.5","7.2","55.9","32.4","0","3557","819","804","1200","292329"
"9857","xxx","tianjin","2019","small","12.9","32.8","0","31.9","22.3","3216","142","147","946","95568"
"9858","xxx","shandong","2011","middle","0.4","33","0","0","66.7","4363","826","600","1193","514580"
"9859","xxx","tianjin","2020","small","2.8","0","97.2","0","0","2831","349","163","391","123742"
"9860","xxx","hebei","2018","middle","0","7.3","54.2","38.5","0","3429","783","755","1432","504493"
"9861","xxx","hebei","2012","small","73.9","0","8.9","0","17.2","3994","102","217","248","200212"
"9862","xxx","beijing","2011","small","0","0","61.4","38.6","0","3153","368","212","986","250767"
"9863","xxx","shandong","2015","small","0","0","0","100","0","750","479","132","617","288563"
"9864","xxx","tianjin","2017","small","0","54.3","0","25.8","19.8","1091","195","218","355","118854"
"9865","xxx","shanghai","2012","small","17.8","0","38.9","0","43.4","1874","203","128","894","288944"
"9866","xxx","hebei","2013","middle","45.9","54.1","0","0","0","3704","994","762","1098","299582"
"9867","xxx","hebei","2010","small","28.2","27.1","20.4","24.3","0","3701","368","279","998","158043"
"9868","xxx","shanghai","2013","small","75.9","15.9","8.2","0","0","3482","103","257","264","171528"
"9869","xxx","beijing","2011","middle","6.6","20.5","0","27.5","45.4","3498","839","949","673","327038"
"9870","xxx","shandong","2013","middle","100","0","0","0","0","3981","969","623","1297","254345"
"9871","xxx","hebei","2012","small","22.2","20.8","17.2","0","39.9","1474","367","126","782","195403"
"9872","xxx","shanghai","2010","middle","55.1","44.9","0","0","0","3660","930","670","1234","597813"
"9873","xxx","shandong","2021","middle","44.4","37.6","2.8","0","15.1","3480","737","688","1034","235574"
"9874","xxx","hebei","2019","middle","0","0","25.9","18.7","55.5","4046","722","630","769","423031"
"9875","xxx","tianjin","2020","middle","0","0","0","0","0","4253","813","902","732","330252"
"9876","xxx","beijing","2011","middle","53.9","0","40.1","0","6.1","4980","847","715","906","318457"
"9877","xxx","shandong","2013","small","8.4","37.8","0","46","7.9","2994","454","195","280","215373"
"9878","xxx","beijing","2011","small","0","0","0","0","0","3956","439","105","878","290577"
"9879","xxx","beijing","2014","middle","0","88","8.3","3.7","0","3427","876","773","1125","405295"
